,name,price,marque,modele,Transmission,Carburant,Annee,Kilométrage
3480,GOLF III TOUTE OPITOIN PARTOUTE DORIGIN SEN PAPIY,6 000 ,Volkswagen , Golf,Manuelle,Essence,1998,172
3481,Audi A4 S Line,25 500 ,Audi,,,8 CV,150000,Diesel
3482,AV Opel Vectra,125 000 ,Opel , Vectra,,hichem1102,2005,Manuelle
3483,Opel corsa 04 cylindre,8 150 ,Opel , Corsa,,Essence,1995,190500
3484,C4 bleue métallisée à vendre,26 000 ,Citroen , C4,,6 CV,138000,Essence
3485,peugeot 106 en trés bon état avec un moteur tout neuf,8 600 ,Peugeot,,Manuelle,Essence,1997,200000
3486,C3 Tonic 1.2L,19 000 ,Citroen , C3,,Essence,2012,137000
3487,clio bombé,11 500 ,Renault , Clio,Manuelle,Essence,2001,190
3488,A vendre Volkswagen golf 2,125 000 ,Volkswagen , Golf,,,zied486,Contacter l'annonceur
3489,Av ou ech Citroen C4 II HDI 1.6 L PACK BUSINESS,31 900 ,Citroen,,Manuelle,Diesel,2012,106
3490,camionnette,115 000 ,Peugeot , Partner,,6 CV,350000,Diesel
3491,clion,8 500 ,Renault,,Manuelle,Diesel,2002,270000
3492,a vendre,33 000 ,Citroen , C5,Manuelle,Diesel,2011,188
3493,Berlingo multiplace,125 000 ,Citroen , Berlingo,,Contacter l'annonceur,Manuelle,hedi 286
3494,Golf 7 importée,44 ,Volkswagen,,Manuelle,Diesel,2013,130
3495,opel astra,19 000 ,Opel , Astra,Manuelle,Essence,2007,110200
3496,Volkswagen GOLF 6 1.4 à Tunis,41 000 ,Volkswagen , Golf,Manuelle,Diesel,2014,37500
3497,206 a vendre,10 000 ,Peugeot,,,,Essence,Manuelle
3498,Citroën Berlingo,16 800 ,Citroen , Berlingo,Manuelle,Essence,2011,960000
3499,508 Diesel,35 000 ,Peugeot , 508,Manuelle,Diesel,2012,119000
3500,polo 3,8 000 ,Volkswagen , Polo,Manuelle,Essence,1998,300000
3501,Renault Scenic II 1.9DCI,"18,500 ",Renault , Scenic,Manuelle,Diesel,2004,120000
3502,AV Hyundai ix 35 Pack Premium,125 000 ,Hyundai , ix35,abou ilyes1,Diesel,2011,109000
3503,Fiat Grand Punto,18 900 ,Fiat , Grande Punto,Automatique,Diesel,2009,180000
3504,Symbol bien entretenue,14 800 ,Renault , Symbol,Manuelle,Essence,2009,116000
3505,Une belle 4007 4x4 toutes options a vendre,125 000 ,Peugeot , 4007,,moezromdhani,Manuelle,
3506,MEGANE BOITE6 AVEC TOIT,125 000 ,Renault , Megane,,Contacter l'annonceur,,Wael wael1
3507,Mercedes-Benz A vendre,29 000 ,Mercedes-Benz,,Manuelle,Diesel,2005,182000
3508,citroen c3,25 000 ,Citroen , C3,Manuelle,Essence,2012,79000
3509,Opel corsa 4 cylindre,8 500 ,Opel , Corsa,Manuelle,Essence,1997,270000
3510,TOYOTA COROLLA XL EE100,7 200 ,Toyota , Corolla,Manuelle,Essence,1996,300000
3511,Opel Astra G 15.000 TD,15 000 ,Opel , Astra,Contacter l'annonceur,Manuelle,Essence,5 CV
3512,Peugeot 207,23 000 ,Peugeot , 207,Manuelle,Essence,2012,101000
3513,Fiat palio2 4cv pour kasseb p echange aussi,10 000 ,Fiat , Palio,,4 CV,132000,Essence
3514,clio 3,15 000 ,Renault , Clio,Manuelle,Diesel,2009,260
3515,BELLE POLO,15 400 ,Volkswagen , Polo,,delice,Manuelle,
3516,Kia Cerato 2010,22 500 ,Kia,,,7 CV,109000,Essence
3517,PEUGEOT 206,11 200 ,Peugeot,,Venteballouchi,Noir,Essence,4 CV
3518,punto 2 portes,7 800 ,Fiat,,,Manuelle,250000,blanche
3519,Trés belle c5 couleur blanc nacré,26 500 ,Citroen,,Manuelle,Diesel,2010,145000
3520,BELLE KANGOO DIESEL SÉRIE 103 EN BONNE ÉTAT,125 000 ,Renault , Kangoo,,,Adel371,Contacter l'annonceur
3521,Symbol,125 000 ,Renault , Symbol,,,115000,Manuelle
3522,Opel Astra H,19 500 ,Opel , Astra,,5 CV,120000,Essence
3523,BMW série 1 Excellent prix,58 000 ,BMW,,Manuelle,Diesel,2012,119000
3524,Passat cc,125 000 ,Volkswagen,,Automatique,Diesel,2010,128000
3525,206 bien entretenue,15 000 ,Peugeot , 206,,4 CV,200000,Essence
3526,nouvelle ibiza,27 500 ,Seat,,Manuelle,Essence,2014,7500
3527,Toyota Avanza possibilité de replacement Leasing -14,125 000 ,Toyota , Avensis,Manuelle,Essence,2014,70000
3528,Voiture à vendre,16 000 ,Volkswagen , Golf,Manuelle,Essence,2001,195000
3529,Voiture neuve (très bonne Etat),24 800 ,Peugeot , 308,Manuelle,Essence,2011,102000
3530,Mercedes Benz,280 000 ,Mercedes-Benz , 320,Automatique,Essence,2003,213000
3531,Fiat Panda Classic 1.2 8V -12,18 200 ,Fiat , Panda,Manuelle,Essence,2012,77000
3532,peugeot 208 3p,12 000 ,Peugeot , 208,Manuelle,Essence,2014,29000
3533,C4 A VENDRE,20 500 ,Citroen , C4,,6 CV,2007,Essence
3534,peugeot 208,125 000 ,Peugeot , 208,,Essence,2015,8000
3535,voiture SANS PAPIER,6 000 ,Volkswagen , Golf,Manuelle,Essence,1998,172
3536,Daewoo Cielo Essnce / GPL,6 500 ,Daewoo , Autres,Manuelle,Gaz,1997,345000
3537,vente,40 000 ,Ssangyong , Actyon,Manuelle,Diesel,2013,270000
3538,"KIA Sorento TRES BIEN ENTRETENUE Voitures, Hammamet Nord, Nabeul",55 000 ,Kia , Sorento,,,2010,Manuelle
3539,land rover evoque,125 000 ,Land Rover , Range Rover Evoque,louati26,8 CV,2013,45000
3540,Alfa Romeo GTV 916 sport,24 500 ,Alfa Romeo , GTV,Manuelle,Essence,2002,110000
3541,Belle voiture très bien entretenue !,18 500 ,Chevrolet,,Manuelle,Essence,2010,74000
3542,Golf5 tdi 1.9 a ne pas rater,125 000 ,Volkswagen , Golf,,,,IFT
3543,GOLF 4 1.4L 16v,13 000 ,Volkswagen , Golf,66autocenter,5 CV,343000,Essence
3544,ford focus tt option,125 000 ,Ford , Focus,,Contacter l'annonceur,,fatnassi7
3545,opel astra berline turbo essence limited edition,125 000 ,Opel , Astra,,Contacter l'annonceur,Manuelle,stepro
3546,Toyota Avansa possibilité de replacement Leasing,125 000 ,Toyota , Avensis,Manuelle,Essence,2014,70000
3547,"forsa ,a vendre bmw 530",45 000 ,BMW , 530,,15 CV,185000,Diesel
3548,ford fiesta ancienne,3 500 ,Ford,,,5 CV,45000,Essence
3549,AUDI a3 sportiva,42 000 ,Audi , A3,Manuelle,Diesel,2009,110
3550,Très propre chevrolet optra coupé 99 mk,14 100 ,Chevrolet,,Manuelle,Essence,2006,99000
3551,OPEL ASTRA G NOIR,14 000 ,Opel , Astra,Manuelle,Essence,2000,142800
3552,Une peugeot 206 version look full options,14 900 ,Peugeot , 206,Manuelle,Essence,2007,127000
3553,Renault Mégane Scenic RX4 1.9 dci,9 500 ,Renault , Scenic,Manuelle,Diesel,2000,267000
3554,annee 1998 Sans papier FIRAY,6 000 ,Volkswagen , Golf,Manuelle,Essence,1998,172
3555,Berlingo 1 ére main en très bon état,125 000 ,Citroen , Berlingo,Manuelle,Diesel,2007,300000
3556,alfa mito 1.3 JTDM,27 500 ,Alfa Romeo , MiTo,Manuelle,Diesel,2010,90000
3557,megane classique 03 à El Ghazala,"12,800 ",Renault , Megane,,Essence,2003,230
3558,a vendre OPEL SWING,125 000 ,Opel , Corsa,,mohamed ali64,1995,Manuelle
3559,A vendre ou A echanger Lj 73 préparé,19 000 ,Toyota , Land Cruiser,Manuelle,Diesel,1988,400
3560,A vendre BMW 324D,"8,500 ",BMW,,,Diesel,1993,197
3561,Mazda BT50,25 000 ,Mazda,,,Diesel,2007,410000
3562,RENAULT MEGANE 2 Diesel,16 500 ,Renault , Megane,Manuelle,Diesel,2005,195000
3563,Belle clio bombe,10 500 ,Renault , Clio,Manuelle,Essence,1999,150000
3564,passat,24 000 ,Volkswagen , Passat,Automatique,Essence,2011,100000
3565,opel swing 4 cylindres,7 500 ,Opel , Autres,Manuelle,Essence,1995,249
3566,clio classique,11 000 ,Renault,,Manuelle,Essence,2002,200000
3567,KIA SPORTAGE,50 000 ,Kia , Sportage,Automatique,Diesel,2010,150000
3568,peugeot 106,9 500 ,Peugeot , 106,Manuelle,Essence,1999,190000
3569,Volkswagen Passat 1.9 TDI grise métallisée,20 000 ,Volkswagen,,Manuelle,Diesel,2004,260000
3570,polo 7 pack confort,17 000 ,Volkswagen , Polo,Manuelle,Essence,2010,103000
3571,vente voiture accidentée,7 500 ,Chevrolet , Aveo,,Essence,2010,67000
3572,a vendre POLO5 confort line,12 500 ,Volkswagen,,Manuelle,Essence,2004,190000
3573,"A 4, turbo, essence, 9 cv,",18 700 ,Audi , A4,Manuelle,Essence,2001,202000
3574,Bonne occasion,12 850 ,Renault , Clio,,4 CV,177000,Essence
3575,polo6,15 700 ,Volkswagen,,delice,gris,99000,Essence
3576,voiture neuf tts options 206+,20 500 ,Peugeot , 206,Manuelle,Essence,2013,20500
3577,Belle clio bombe,10 700 ,Renault , Clio,Manuelle,Essence,1999,150000
3578,"mazda cx7 , une seule main",41 000 ,Mazda,,,16 CV et +,55000,Essence
3579,VOITURE 207CC EN BONNE ETAT,125 000 ,Peugeot , 207,,jemali imed,Manuelle,
3580,a vendre ibiza noire,25 000 ,Autres,,Manuelle,Essence,2013,113000
3581,"polo 1.4 blanche 5cv une seule main , propriétaire : femme médecin",23 000 ,Volkswagen , Polo,Manuelle,Essence,2011,116000
3582,belle c4,22 000 ,Citroen , C4,Manuelle,Diesel,2010,1150000
3583,nouvelle voiture,30 000 ,Volkswagen , up!,,4 CV,8000,Essence
3584,clio bombee montage francai,12 300 ,Renault , Clio,,4 CV,265000,Essence
3585,Golf6 style+,44 000 ,Volkswagen , Golf,Manuelle,Diesel,2011,170000
3586,Clio 5,11 800 ,Renault , Clio,Manuelle,Essence,2003,250000
3587,peugot 306,125 000 ,Peugeot , 306,,,2001,Manuelle
3588,golf 6 style +,125 000 ,Volkswagen , Golf,,Contacter l'annonceur,,med4904
3589,R19 chamade essence 6cv,5 500 ,Renault , R 19,Manuelle,Essence,1991,400000
3590,Toyota Yaris 1.0 VVT-i Cool,125 000 ,Toyota , Yaris,Manuelle,Essence,2009,30600
3591,Scirocco 3morha 8 mois (13000 km),125 000 ,Volkswagen , Scirocco,,9 CV,13000,Essence
3592,BIPPER TEPEE essence 5 Places Bleu Prix discutable,24 200 ,Peugeot , Bipper Tepee,Manuelle,Essence,2012,95000
3593,Gulf 7 cup,50 000 ,Volkswagen,,Manuelle,Essence,2014,16000
3594,Av 207hdi 1.6 tt opt,15 500 ,Peugeot , 207,Manuelle,Diesel,2007,229000
3595,Peugeot Partner essence 5 places,25 000 ,Peugeot,,Manuelle,Essence,2009,58000
3596,golf 7,55 000 ,Volkswagen , Golf,melek30,blanc,Essence,5 CV
3597,clio chippé,8 700 ,Renault , Clio,imen383,4 CV,1997,Essence
3598,opel astra G,15 000 ,Opel,,Manuelle,Essence,2004,280
3599,Citroen jumpy,19 500 ,Citroen,,Contacter l'annonceur,Manuelle,123000,gris métallisé
3600,Fiat grandi pop -10,16 400 ,Fiat,,Manuelle,Essence,2010,120
3601,faire annonce A VENDRE OPEL ASTRA G NOIR 12/2004 1ère MAIN 250.000 KM TUNIS,16 500 ,Opel,,Contacter l'annonceur,Essence,2004,250
3602,Fiat Grande Punto,14 300 ,Fiat , Grande Punto,Manuelle,Essence,2009,100
3603,fiat grandi punto,17 000 ,Fiat,,,4 CV,63000,Essence
3604,Vendré un lancia y10,1 800 ,Lancia , Ypsilon,Manuelle,Essence,1989,255897
3605,symbol 2eme main bon etat double clé,15 000 ,Renault,,Manuelle,Essence,2010,160000
3606,CHVEROLET AVEO 1ER MAIN EN BON ETAT,125 000 ,Chevrolet , Aveo,,medrahma,Manuelle,
3607,Comme neuve mercedes c180 Kompressor blue efficiency 05/2010 65000,65 000 ,Mercedes-Benz , C 180,Mekni Ghazi,noire,2010,151000
3608,AV 206,125 000 ,Peugeot,,,,Essence,Manuelle
3609,fiat palio 2 5 ch,125 000 ,Fiat , Palio,Contacter l'annonceur,Manuelle,Essence,5 CV
3610,Une belle nissan navara très propre,125 000 ,Nissan , Navara,Contacter l'annonceur,Manuelle,2011,150000
3611,à vendre une scenic,10 800 ,Renault,,Contacter l'annonceur,bleu,1998,Diesel
3612,Ford Fiesta 1.25L 2014 Neuve,26 500 ,Ford , Fiesta,Manuelle,Essence,2014,29980
3613,polo 6,14 500 ,Volkswagen,,Manuelle,Essence,2007,185000
3614,206+ 4ch etat neuf,19 300 ,Peugeot , 206,Manuelle,Essence,2011,46000
3615,A ne pas Rater Nissan Navara,27 500 ,Nissan,,,8 CV,201000,Diesel
3616,Peugeot 308,19 000 ,Peugeot , 308,narjesss,6 CV,180,Essence
3617,Peugeot 206,12 500 ,Peugeot,,Manuelle,Essence,2001,240000
3618,peugeot 307,14 300 ,Peugeot,,Manuelle,Essence,2006,185000
3619,Polo 5,13 300 ,Volkswagen,,mehereddine agrebi,4 CV,160000,Essence
3620,megane casquete,13 000 ,Renault , Megane,Manuelle,Essence,2003,199.125
3621,Superbe Clio 2 authentique pack clim -11,19 000 ,Renault,,,5 CV,115000,Essence
3622,une tres belle fiesta,19 500 ,Ford,,Manuelle,Essence,2010,9000095000
3623,mercedes benz c200 kompressor,29 000 ,Mercedes-Benz,,Automatique,Essence,2005,202000
3624,une belle Nissan maxima,17 200 ,Nissan,,,Essence,2000,110000
3625,Audi A4,28 000 ,Audi,,Manuelle,Diesel,2007,190000
3626,Clio 6 importé de france - 2010,20 000 ,Renault , Clio,,Essence,2010,140000
3627,grande Punto / essence / 5CV,18 000 ,Fiat,,Manuelle,Essence,2010,137000
3628,fiat linea,21 000 ,Fiat , Linea,,6 CV,130000,Essence
3629,GOLF 5 FAIBLE KILOMETRAGE,27 000 ,Volkswagen , Golf,AMEN151,6 CV,85000,Diesel
3630,Citroën saxo en excellent état,8 000 ,Citroen , SAXO,Manuelle,Essence,2000,200000
3631,AV CLIO 6 EN TRÈS BON ÉTAT,21 000 ,Renault , Clio,,midovic123,Manuelle,
3632,Belle Megane Sedan Diesel,16 500 ,Renault , Megane,Manuelle,Diesel,2007,192983
3633,A VENDRE OPEL CORSA 3 PORTE,125 000 ,Opel , Corsa,Contacter l'annonceur,Manuelle,2014,40000
3634,CITROEN C3 SERIE184,23 000 ,Citroen , C3,Manuelle,Diesel,2012,110000
3635,ford fiesta a ne pas rater,15 000 ,Ford , Fiesta,Manuelle,Essence,2007,151000
3636,a vendre,9 500 ,Citroen , C3,ahmed 1070,4 CV,120000,Essence
3637,TOYOTA HEACES CAROUSSURI AVEC CARTE GRIZ,2 500 ,Toyota , Hiace,Manuelle,Diesel,1991,70
3638,OPEL KADETT,125 000 ,Opel , Kadett,,Contacter l'annonceur,,lassaad66
3639,à vendre polo 5,11 000 ,Volkswagen , Polo,Manuelle,Essence,2002,200
3640,Dame vend Fiat Punto,125 000 ,Fiat , Punto,,Samy Ben Hamida,Manuelle,
3641,Polo4,10 800 ,Volkswagen,,Seif243,Essence,2004,100
3642,Une peugeot 206 Version Look - full options,15 500 ,Peugeot,,Manuelle,Essence,2007,125000
3643,clio 3 en trés bonne état,20 000 ,Renault , Clio,Manuelle,Essence,2010,111000
3644,Super 5 diesel bonne occasion,5 600 ,Renault , R 5,Manuelle,Diesel,1987,190000
3645,Clio 2 bon état,11 600 ,Renault,,Manuelle,Diesel,2002,153000
3646,Belle Clio 7,33 000 ,Renault,,Manuelle,Essence,2013,36000
3647,vent Fiat punto classic 3,16 300 ,Fiat , Punto,Manuelle,Essence,2010,83000
3648,KIA RIO AUTOMATIQUE,29 000 ,Kia , Rio,,Essence,2013,48000
3649,Peugeot 3008 full option diesel -50,40 000 ,Peugeot , 3008,Manuelle,Diesel,2010,132000
3650,A vendre golf 7,41 500 ,Volkswagen , Golf,Manuelle,Essence,2013,38000
3651,belle peugeot 306 coupé,7 500 ,Peugeot , 306,Contacter l'annonceur,Manuelle,1998,bleu
3652,Clio campus octobre 2008,17 300 ,Renault , Clio,Manuelle,Essence,2008,170000
3653,turbo engictoin essence 5cv marche 172 km annee 1998 SEN PAPIY FIRAY VOITURE VENDRE FIRAY PRIX 6000 DT MERCI,6 000 ,Volkswagen , Golf,Manuelle,Essence,1998,172
3654,vente C 5,24 500 ,Citroen , C5,Manuelle,Diesel,2009,151000
3655,NISSAN MICRA ROUGE FRAMBOISE,125 000 ,Nissan , Micra,Carseller,Essence,2014,20000
3656,a ne pas ratter,13 700 ,Renault,,Manuelle,Diesel,2005,240
3657,C5 phase 2,125 000 ,Citroen , C5,,Contacter l'annonceur,,Wael wael1
3658,polo 5 confort line,11 300 ,Citadine,,ali2945,4 CV,200000,Essence
3659,Peugeot 206+,"18,500 ",Peugeot , 206,,4 CV,118000,Essence
3660,GOLF,46 000 ,Volkswagen , Golf,Contacter l'annonceur,Manuelle,Diesel,bleu pétrole
3661,Clio 5 très bon état,14 600 ,Renault,,,Essence,2002,193000
3662,Clio 5 très bon état,14 600 ,Renault,,,Essence,2002,193000
3663,Meganne cascette,12 700 ,Renault , Megane,Manuelle,Diesel,2005,151000
3664,clio 4 dynamique,29 500 ,Renault , Clio,,Essence,2013,70000
3665,turbo engictoin essence 5cv marche 172 km annee 1998 SEN PAPIY FIRAY VOITURE VENDRE FIRAY PRIX 6000 DT MERCI,6 000 ,Volkswagen , Golf,,5 CV,172,Essence
3666,Fiat 500 25000Km,29 000 ,Fiat , 500,Manuelle,Essence,2013,25000
3667,Vendre berlingo b9 TT option,17 000 ,Citroen,,Manuelle,Diesel,2011,184455
3668,"Ford Ka 1,3 bensin 69 HK",125 000 ,Ford , Ka,Manuelle,Diesel,2007,95000
3669,ford escort,4 300 ,Ford , Escort,Manuelle,Essence,1984,25000
3670,laguna 6 cv,10 ,Renault,,Manuelle,Diesel,2000,250
3671,Belle i20 gris foncé,26 800 ,Hyundai , i20,Manuelle,Essence,2013,32142
3672,polo 5 essence 5ch,12 500 ,Volkswagen,,Manuelle,Essence,2005,153000
3673,karahba nthifa barcha,13 800 ,Citroen,,Manuelle,Diesel,2007,180200
3674,Clio bombé excellent,13 200 ,Renault , Clio,Manuelle,Essence,2002,170000
3675,"Hyundai i20 gris foncé, comme neuve",27 000 ,Hyundai,,Manuelle,Essence,2013,32172
3676,MEGANE 2 CLASSIQUE,13 200 ,Renault,,Manuelle,Essence,2004,220000
3677,opel c a vendre,9 500 ,Opel,,walid khemiri,gris,Essence,4 CV
3678,A VENDRE GOLF 5 TDI 1.9 DIESEL 6 CV,23 000 ,Volkswagen , Golf,,Contacter l'annonceur,,Marwa1989
3679,Voiture Renault Clio Classic,8 500 ,Renault , Clio,Manuelle,Diesel,2006,450000
3680,4x4 NISSAN PROF,125 000 ,Nissan , Patrol,,,2008,Manuelle
3681,NISSAN QASHQAI,32 800 ,Nissan , Qashqai,Manuelle,Diesel,2010,105
3682,Peugeot 206+ a vendre,20 ,Peugeot,,,4 CV,118000,Essence
3683,femme vend sa voiture clio classic,8 700 ,Renault,,,6 CV,2001,Essence
3684,Polo 4 en tres bonne etat,11 600 ,Volkswagen , Polo,,Essence,2000,276000
3685,C3 ndhifa econimique,16 500 ,Citroen , C3,,4 CV,119000,Essence
3686,VOLKSWAGEN PASSAT BREAK 1.6 ESSENCE BOITE AUTOMATIQUE,7 000 ,Volkswagen , Passat,Automatique,Essence,1998,180000
3687,Puegeot 206+ a vendre,20 ,Peugeot,,,Manuelle,118,BLEU
3688,turbo engictoin essence 6cv marche 172 km annee 1998 SEN PAPIY FIRAY VOITURE VENDRE FIRAY PRIX 6000 DT MERCI,6 000 ,Volkswagen , Golf Plus,Manuelle,Essence,1998,172
3689,clio break 2010 gazoil,125 000 ,Renault , Clio,Contacter l'annonceur,Manuelle,2010,Diesel
3690,belle301,15 000 ,Peugeot , 301,Manuelle,Essence,2013,120000
3691,peugeot 308,26 000 ,Peugeot , 308,,Diesel,2012,125
3692,Peugeot 206,11 500 ,Peugeot , 206,Manuelle,Essence,2000,312000
3693,polo 5 tres bien entretenue,11 300 ,Citadine,,ali2945,4 CV,210000,Essence
3694,bonne affaire d'une polo sedan,30 500 ,Volkswagen,,Manuelle,Essence,2014,40000
3695,passat,125 000 ,Volkswagen,,karim111213,Gris Charbon,221000,Diesel
3696,HYUNDAI GRAND I10 COMME NEUVE,23 500 ,Hyundai , i10,Contacter l'annonceur,Manuelle,2014,13000
3697,"MAGNIFIQUE C5 1,9L HDI DIESEL IMPORTEE",25 000 ,Citroen , C5,Manuelle,Diesel,2001,265000
3698,a vendre une belle Clio Campus,125 000 ,Renault , Clio,,,Ghazi96,Contacter l'annonceur
3699,clio propre,22 500 ,Renault , Clio,Mme,5 CV,100000,Essence
3700,megane 3 coupe 1.6 essence 7cv 1ere main 78000km boite 6,26 500 ,Renault , Megane,Manuelle,Essence,2010,78000
3701,Une Belle SCIROCCO,36 000 ,Volkswagen , Scirocco,Automatique,Essence,2010,85000
3702,fiat uno 45 fire,7 500 ,Fiat,,Manuelle,Essence,2001,208
3703,Voiture en bon état,"10,200 ",Fiat , Punto,,4 CV,286000,Essence
3704,Nissan Navara,37 000 ,Nissan , Navara,Manuelle,Diesel,2009,350000
3705,206 sedan,17 000 ,Peugeot , 206,Manuelle,Essence,2008,62000
3706,Grande Punto à vendre,18 200 ,Fiat,,Manuelle,Essence,2009,155
3707,berlingo climatisee,14 000 ,Citroen,,Manuelle,Diesel,2008,190000
3708,belle 307,16 800 ,Peugeot,,,Diesel,2006,160
3709,Mercedes Benz Classe C 200 CDI bleu effeciency,75 000 ,Mercedes-Benz,,,6 CV,112000,Diesel
3710,Ford focus ghia,24 500 ,Ford , Focus,cyrine17,Gris métallisé,Essence,6 CV
3711,TRÈS BELLE MERCEDES ÉLÉGANCE C 180 EN TRÈS BON ÉTAT,23 000 ,Mercedes-Benz , C 180,Manuelle,Essence,2001,220000
3712,Golf 6 1.4 premiere main,27 500 ,Volkswagen , Golf,,fawezz,Manuelle,
3713,Peugeot 207 sw,26 950 ,Peugeot , 207,Manuelle,Diesel,2011,169600
3714,belle polo 7,19 500 ,Volkswagen,,Manuelle,Essence,2012,105000
3715,"Renault Scenic 1,6i AC",18 000 ,Renault , Scenic,Manuelle,Diesel,2005,1490000
3716,Golf 5 toutes options,23 000 ,Volkswagen , Golf,Manuelle,Essence,2007,181000
3717,Golf 6,34 500 ,Volkswagen , Golf,Manuelle,Diesel,2010,115000
3718,Golf 6,34 500 ,Volkswagen , Golf,Manuelle,Diesel,2010,115000
3719,grande Citroen C5,24 000 ,Citroen , C5,Manuelle,Diesel,2009,123000
3720,OPEL ISUZU 4 PORTES,27 500 ,Opel , Pick Up Sportscap,Manuelle,Diesel,1997,116500
3721,golf 7 1.2 tsi importé d'Allemagne boite 6 tto sauf toit,46 000 ,Volkswagen,,Manuelle,Essence,2013,45000
3722,vente une belle fiat punto grande importé de l'Italie,125 000 ,Fiat , Grande Punto,Manuelle,Essence,2011,130
3723,A vendre Passat TDI 130,125 000 ,Volkswagen , Polo,,Contacter l'annonceur,Manuelle,karim12
3724,isuzu d-max neuf,125 000 ,Isuzu,,,8 CV,2015,Diesel
3725,KIA RIO,14 000 ,Kia , Rio,Contacter l'annonceur,Manuelle,Diesel,rouge
3726,Mégane casquette essence en tres bon etat à ne pas ratter,125 000 ,Renault , Megane,,Essence,2007,125000
3727,FAIT GRANDE PUNTO,15 800 ,Fiat , Grande Punto,Manuelle,Essence,2012,158724
3728,Grande Punto Dynamic,125 000 ,Fiat , Grande Punto,Manuelle,Essence,2010,107000
3729,VOITURE TRES PEUT UTILISEE,21 900 ,Kia,,Automatique,Essence,2013,64000
3730,Belle passat7 1.6 TDI BLUEMOTION CONFORTLINE,46 000 ,Volkswagen , Passat,Manuelle,Diesel,2012,106000
3731,Mercedes SALTA 250D,14 500 ,Mercedes-Benz,,Manuelle,Diesel,1992,25000
3732,Clio Campus 1er main,18 000 ,Renault , Clio,,Essence,2008,218000
3733,fiat ducato multijet 120,125 000 ,Fiat , Ducato,Contacter l'annonceur,8 CV,250000,Diesel
3734,Toyota hilux,41 000 ,Toyota,,Manuelle,Diesel,2006,250000
3735,belle kia picanto,225 ,Kia , Picanto,Manuelle,Essence,2013,47000
3736,Voiture matricule français,6 000 ,Kia,,Manuelle,Diesel,2003,180000
3737,FIAT MAREA GRIS MÉTALLISE,7 500 ,Fiat , Marea,,Contacter l'annonceur,,ANOUAR BEN
3738,Citroen DS3 HDi 110 Sport Chic pack cuir,25 000 ,Citroen,,Manuelle,Diesel,2012,11000
3739,peugeot 505,3 900 ,Peugeot , 505,,Diesel,1982,250000
3740,AV RENALUT MEGANE III,125 000 ,Renault , Megane,,Manuelle,100000,7 CV
3741,Fiat uno fire,8 300 ,Fiat , Uno,Manuelle,Essence,2003,110
3742,Renault Fluence noir etat neuf,28 000 ,Renault , Fluence,Manuelle,Essence,2011,112000
3743,Une tres belle grandi punto pop,18 500 ,Fiat , Grande Punto,Manuelle,Essence,2012,69000
3744,Citroen C15,5 800 ,Citroen,,RACHID Abdelaziz,7 CV,180000,Diesel
3745,a vendre polo 4,9 600 ,Volkswagen , Polo,Manuelle,Essence,2000,250000
3746,Ford fiesta titanuim 2 eme main tt option,18 800 ,Ford,,Mimoun11,BLANCHE,91320,Essence
3747,conforline polo 5,12 300 ,Volkswagen , Polo,Manuelle,Essence,2003,172000
3748,VOITURE TRES PEUT UTILISEE,23 000 ,Kia,,Automatique,Essence,2013,64000
3749,a ne pas rater,125 000 ,Jeep , Grand Cherokee,,sofien 248,Manuelle,
3750,vend ford fista,23 500 ,Ford,,Manuelle,Essence,2011,107000
3751,Une Belle 206 sedan à vendre,14 200 ,Peugeot,,Manuelle,Essence,2010,196000
3752,Citroen c-elysée,125 000 ,Citroen,,,5 CV,350000,Essence
3753,a ne pas raté,19 000 ,Peugeot , Partner,Manuelle,Diesel,2008,212000
3754,AV 206 1ere main,16 000 ,Peugeot,,Manuelle,Essence,2008,100000
3755,Alpha Romeo,24 000 ,Alfa Romeo,,Olfa77,9 CV,140000,Essence
3756,BELLE VOITURE 508 EHDI BOITE AUTO,39 500 ,Peugeot , 508,Automatique,Diesel,2011,170000
3757,Bmw serie 320i coupe cabriolet,125 000 ,BMW , 320,,Contacter l'annonceur,Automatique,saber206
3758,Audi A3 Diesel,33 000 ,Audi , A3,Manuelle,Diesel,2010,190000
3759,Polo 7 1.2 Essence,17 500 ,Volkswagen,,Manuelle,Essence,2010,154000
3760,ford figo,15 000 ,Ford,,Manuelle,Essence,2013,100000
3761,toute opitoin essence 6 cv marche 172 km sen papiy annee 1998 vendre firay prix 6000 dt,6 000 ,Volkswagen , Golf,Manuelle,Essence,1998,172
3762,Renault MEGANE3 1.5 dCi TomTom,27 000 ,Renault , Megane,Manuelle,Diesel,2011,130000
